Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,age_at_event,association,bluegrass,blues,bossa nova,choral,classical,Condition_Id,control,country,dance_remix,description,edm,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,important,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,preference,,r_and_b,rap,rock,salsa,self_description,social,unique,version_familiarity,vintage,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,3,main task 1,11,24,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,12,11,NA,NA,NA,NA,22,No.,NA,NA,NA,NA,NA,1,somewhat spontaneous,NA,NA,Private,NA,neutral,not at all,somewhat,I have heard the original version of the song(not this version) various times in commercials and advertisements.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,very,very,NA,NA,somewhat,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,13,20,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,14,5,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,15,9,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,16,12,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,17,7,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,18,21,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,19,1,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I think I may have heard it before.,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,20,17,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,21,13,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,22,3,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,23,22,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,24,8,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,25,25,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,4,break,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,1,5,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I am more familiar with the original version of the song, which I have heard before.",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,2,15,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,3,24,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,4,6,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I think I have heard it before.,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,5,2,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,6,25,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,7,11,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,8,12,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,9,22,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I think this is a cover of a song I have heard it before in the past though I can't quite remember when.,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,10,23,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,11,17,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,12,20,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I think I have it heard it before, but I can't quite remember when or where.",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,13,13,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,14,1,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,15,19,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,16,10,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I might have heard it before, but I don't remember when or where.",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,17,16,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,18,3,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,19,7,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,20,4,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,21,14,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I think this is a cover of a song I have heard before, but I don't remember when or where.",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,22,18,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,23,21,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,24,8,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,25,9,NA,NA,NA,NA,NA,No.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have never heard it before.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,1,7,"I listen to music while driving, exercising, reading, and to help me go to sleep.",30,NA,NA,1,1,1,3,4,1,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,"1. Classical, 2. Metal, 3. Rock",NA,6,1,NA,I have been listening to music more often recently in the past couple of months.,NA,1,NA,1,60-90,4,I have been making my own music from the ages 17-30.  I was never professionally trained.,2,4,NA,6,NA,I listen to albums I find on YouTube mostly.,2,NA,,1,1,3,1,option_2,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:40:22Z,598364,group_1,685030,session_1,1,2023-02-08T22:55:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,1,consent,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T02:11:17Z,598368,group_1,685035,session_1,1,2023-02-09T00:23:39Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,2,instructions,1,1,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,NA,option_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,option_0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T02:11:17Z,598368,group_1,685035,session_1,1,2023-02-09T00:23:39Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,1,13,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,heard it on the radio,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T02:11:17Z,598368,group_1,685035,session_1,1,2023-02-09T00:23:39Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,2,4,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,heard it on a tv show,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T02:11:17Z,598368,group_1,685035,session_1,1,2023-02-09T00:23:39Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,3,15,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T02:11:17Z,598368,group_1,685035,session_1,1,2023-02-09T00:23:39Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,4,23,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,heard it on the radio,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T02:11:17Z,598368,group_1,685035,session_1,1,2023-02-09T00:23:39Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,5,12,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T02:11:17Z,598368,group_1,685035,session_1,1,2023-02-09T00:23:39Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,6,1,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,heard it on the radio,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T02:11:17Z,598368,group_1,685035,session_1,1,2023-02-09T00:23:39Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,7,7,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T02:11:17Z,598368,group_1,685035,session_1,1,2023-02-09T00:23:39Z,NA,NA,NA,not measured,NA,TRUE
